#Linelist test between 0 and 10e6 A for FeI (KALD)  -llc- TM (2013-6-11)
    704.004    5       s2 a5D  50555.750    5    s6D)5p 7F   2.350E-05    2005.2991
      0.000    9       s2 a5D  49850.582    7   (2G)4p v3G   2.305E-07    2005.3461
   7728.056    7   (4F)4s a5F  57550.000    9   (3D)sp t3F   7.111E-06    2006.4990
      0.000    9       s2 a5D  49805.250    7    s6D)5p 7D   1.061E-04    2007.1710
    888.129    3       s2 a5D  50659.672    1    s6D)5p 7F   8.529E-07    2008.5310
    415.932    7       s2 a5D  50186.828    5   (2P)4p w3P   4.874E-05    2008.5570
    415.932    7       s2 a5D  50185.730    9    s6D)5p 7P   1.425E-06    2008.6011
    888.129    3       s2 a5D  50627.430    3    s6D)5p 7F   7.127E-06    2009.8330
    704.004    5       s2 a5D  50433.016    7    s6D)5p 7F   1.486E-05    2010.2490
   7376.760    9   (4F)4s a5F  57104.219   11   (1I)sp x3I   1.405E-07    2010.3110
      0.000    9       s2 a5D  49726.977    9   (2G)4p y3H   3.604E-07    2010.3309
   7985.780    5   (4F)4s a5F  57708.746    5   (3D)sp t3F   7.871E-10    2010.4930
    888.129    3       s2 a5D  50555.750    5    s6D)5p 7F   1.025E-05    2012.7341
   6928.266   11   (4F)4s a5F  56592.699    9   (1G)sp u3F   4.473E-06    2012.8630
   7985.780    5   (4F)4s a5F  57641.000    7   (3D)sp t3F   1.524E-05    2013.2371
    978.072    1       s2 a5D  50627.430    3    s6D)5p 7F   3.819E-06    2013.4740
      0.000    9       s2 a5D  49627.879    9   (2G)4p v3G   1.047E-07    2014.3459
      0.000    9       s2 a5D  49604.414   11   (2G)4p y3H   1.831E-06    2015.2991
    415.932    7       s2 a5D  50008.516    5    s6D)5p 7D   5.674E-05    2015.7800
   6928.266   11   (4F)4s a5F  56502.898   11   SEJ_s6p 7F   2.469E-05    2016.5100
   7376.760    9   (4F)4s a5F  56951.285    9   (2H)4p v1G   1.290E-06    2016.5139
      0.000    9       s2 a5D  49558.723    9    s6D)5p 7D   2.132E-05    2017.1570
   8154.710    3   (4F)4s a5F  57708.746    5   (3D)sp t3F   8.015E-06    2017.3480
   6928.266   11   (4F)4s a5F  56423.277    9   (1I)sp u3H   4.973E-06    2019.7540
    704.004    5       s2 a5D  50186.828    5   (2P)4p w3P   9.617E-05    2020.2521
      0.000    9       s2 a5D  49460.891   11   (2G)4p v3G   3.546E-07    2021.1481
   6928.266   11   (4F)4s a5F  56382.660   11   (1I)sp u3H   3.417E-06    2021.4130
    704.004    5       s2 a5D  50152.609    3    s6D)5p 7D   1.503E-05    2021.6499
    415.932    7       s2 a5D  49850.582    7   (2G)4p v3G   6.515E-08    2022.2211
