#Linelist between 0 and 1.26E6 A (KALD)  -llc- TM (2015-3-12)
    112.061    4       3s2.3p  2P* 48194.824    2      3s2.38s  2S   1.186E-05    2079.0850
    112.061    4       3s2.3p  2P* 48193.770    4      3s2.37d  2D   3.681E-05    2079.1299
    112.061    4       3s2.3p  2P* 48193.777    6      3s2.37d  2D   3.258E-04    2079.1299
    112.061    4       3s2.3p  2P* 48190.016    2      3s2.37s  2S   1.285E-05    2079.2930
    112.061    4       3s2.3p  2P* 48188.871    4      3s2.36d  2D   3.990E-05    2079.3420
    112.061    4       3s2.3p  2P* 48188.879    6      3s2.36d  2D   3.539E-04    2079.3420
      0.000    2       3s2.3p  2P* 48075.227    2      3s2.25s  2S   4.159E-05    2079.4111
    112.061    4       3s2.3p  2P* 48184.781    2      3s2.36s  2S   1.393E-05    2079.5190
    112.061    4       3s2.3p  2P* 48183.531    4      3s2.35d  2D   4.345E-05    2079.5730
    112.061    4       3s2.3p  2P* 48183.543    6      3s2.35d  2D   3.845E-04    2079.5730
      0.000    2       3s2.3p  2P* 48071.285    4      3s2.24d  2D   1.327E-03    2079.5811
    112.061    4       3s2.3p  2P* 48179.066    2      3s2.35s  2S   1.517E-05    2079.7671
    112.061    4       3s2.3p  2P* 48177.711    6      3s2.34d  2D   4.197E-04    2079.8250
    112.061    4       3s2.3p  2P* 48177.699    4      3s2.34d  2D   4.742E-05    2079.8262
    112.061    4       3s2.3p  2P* 48172.812    2      3s2.34s  2S   1.656E-05    2080.0369
    112.061    4       3s2.3p  2P* 48171.328    6      3s2.33d  2D   4.591E-04    2080.1011
    112.061    4       3s2.3p  2P* 48171.316    4      3s2.33d  2D   5.187E-05    2080.1021
      0.000    2       3s2.3p  2P* 48056.551    2      3s2.24s  2S   4.699E-05    2080.2190
    112.061    4       3s2.3p  2P* 48165.945    2      3s2.33s  2S   1.811E-05    2080.3340
    112.061    4       3s2.3p  2P* 48164.316    6      3s2.32d  2D   5.034E-04    2080.4050
    112.061    4       3s2.3p  2P* 48164.305    4      3s2.32d  2D   5.688E-05    2080.4060
      0.000    2       3s2.3p  2P* 48052.062    4      3s2.23d  2D   1.510E-03    2080.4131
    112.061    4       3s2.3p  2P* 48158.387    2      3s2.32s  2S   1.986E-05    2080.6619
    112.061    4       3s2.3p  2P* 48156.594    6      3s2.31d  2D   5.545E-04    2080.7390
    112.061    4       3s2.3p  2P* 48156.578    4      3s2.31d  2D   6.251E-05    2080.7400
    112.061    4       3s2.3p  2P* 48150.039    2      3s2.31s  2S   2.182E-05    2081.0229
