#  lambda[Å] A_ki[s⁻¹] loggf   Acc  Ei[cm⁻¹]   Ek[cm⁻¹]  cfg_i                term_i     cfg_k                  term_k   gi  gk rtype ref1          ref2
 12047.4249    None    None   None 40231.336  48531.865  3d6.(5D).4s.4p.(1P*)  x5D*      3d7.(4F).5s           e3F        5  7  None None           L11631  
 12056.3809  1.88e+05 -1.543  D+   36766.966  45061.329  3d6.(5D).4s.4p.(1P*)  y5P*      3d6.(5D).4s.(6D).5s   e5D        7  7  None T5720          L11631  
 12063.990     None    None   None 42859.778  51148.910  3d6.(3P2).4s.4p.(3P*) x5P*      3d6.(5D).4s.(6D).4d   e5S        5  5  None None           L11631  
 12082.2225    None    None   None 44677.006  52953.629  3d6.(5D).4s.(6D).5s   e5D       3d6.(3G).4s.4p.(3P*)  x3F*       9  9  None None           L11631 
 12084.2183    None    None   None 42532.741  50807.997  3d6.(3P2).4s.4p.(3P*) x5P*      3d6.(5D).4s.(6D).4d   f7D        7  9  None None           L11631  
 12090.3605    None    None   None 43499.505  51770.557  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(4D).5s   g5D        9  7  None None           L11631  
 12093.085     None    None   None 50052.194  58321.383  3d6.(5D).4s.(6D).5p   n7F*      3d6.4s.(6D).7s         5D       11  9  None None           L11631  
 12095.5461    None    None   None 45061.329  53328.835  3d6.(5D).4s.(6D).5s   e5D       3d7.(4F).5p            3F*       7  9  None None           L11631  
 12119.072     None    None   None 48531.865  56783.322  3d7.(4F).5s           e3F       3d6.(1G2).4s.4p.(3P*) u3F*       7  7  None None           L11631 
 12120.068     None    None   None 50433.025  58683.804  3d6.(5D).4s.(6D).5p   n7F*      3d6.4s.(6D).7s         7D        7  5  None None           L11631  
 12122.8109    None    None   None 37045.934  45294.846  3d7.(2F).4s           d3F       3d6.(3H).4s.4p.(3P*)  y3G*       9  11 None None           L11631  
 12127.7552  2.0e-02   None   E    18378.186  26623.735  3d6.4s2               a3P2      3d7.(2D2).4s          a3D        5  5   M1  T6409          None    
 12134.499     None    None   None 47966.585  56207.552  3d5.(6S).4s2.4p       v5P*      3d6.4s.(6D).5d         5D        7  9  None None           L11631  
 12135.550     None    None   None 45509.152  53749.405  3d6.(5D).4s.(6D).5s   e5D       3d6.(3G).4s.4p.(3P*)  x3F*       3  5  None None           L11631 
 12142.1172    None    None   None 46889.142  55124.938  3d6.(3F2).4s.4p.(3P*) x3F*      3d7.(4F).4d           f3F        9  7  None None           L11631  
 12145.806     None    None   None 45833.223  54066.518  3d6.(3F2).4s.4p.(3P*) x5G*      3d7.(4F).4d           e3G        9  9  None None           L11631  
 12177.054     None    None   None 50901.172  59113.339  3d6.(5D).4s.(6D).5p   n7P*      3d6.4s.(6D).7s         5D        5  3  None None           L11631  
 12191.711     None    None   None 51461.670  59663.964  3d6.(5D).4s.(6D).4d   f5F       3d6.4s.(6D<7/2>).5f    2[11/2]*  9  11 None None           L11631  
 12193.4342  4.20e+04 -2.330  D+   29320.026  37521.161  3d6.4s2               b3D       3d7.(4F).4p           y3F*       3  5  None T5720          L11631 
 12193.9249    None    None   None 42815.855  51016.660  3d6.(5D).4s.(6D).5s   e7D       3d6.(5D).4s.(6D).5p   u5F*      11  11 None None           L11631  
 12196.824     None    None   None 47177.234  55376.090  3d7.(4P).4p           u5D*      3d7.(4F).4d           e3P        3  3  None None           L11631  
 12216.6785    None    None   None 37409.555  45595.086  3d6.(5D).4s.4p.(1P*)  y5P*      3d6.(5D).4s.(6D).5s   e5D        3  1  None None           L11631  
 12229.299     None    None   None 50303.225  58480.308  3d6.(5D).4s.(6D).5p   n7F*      3d6.4s.(6D).7s         7D        9  7  None None           L11631  
 12230.4575    None    None   None 37157.566  45333.875  3d6.(5D).4s.4p.(1P*)  y5P*      3d6.(5D).4s.(6D).5s   e5D        5  5  None None           L11631 
 12235.869     None    None   None 51103.191  59275.884  3d6.(5D).4s.(6D).4d   f5F       3d6.4s.(6D<9/2>).5f    2[13/2]* 11  13 None None           L11631  
 12248.2720    None    None   None 29356.744  37521.161  3d6.4s2               b3D       3d7.(4F).4p           y3F*       5  5  None None           L11631  
 12271.2456    None    None   None 26406.465  34555.597  3d7.(2D2).4s          a3D       3d6.(5D).4s.4p.(3P*)  z3P*       3  1  None None           L11631  
 12275.170     None    None   None 48928.388  57074.915  3d7.(4F).5s           e3F       3d6.(3D).4s.4p.(1P*)   3D*       5  5  None None           L11631  
 12276.385     None    None   None 50052.194  58197.914  3d6.(5D).4s.(6D).5p   n7F*      3d6.4s.(6D).7s         7D       11  9  None None           L11631 
 12277.7708    None    None   None 43922.668  52067.469  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(6D).4d   e5P        7  5  None None           L11631  
 12286.659     None    None   None 49758.142  57897.051  3d6.(5D).4s.(6D).5p   n7F*      3d6.(5D).4s.(6D).7s    7D       13  11 None None           L11631  
 12286.885     None    None   None 49558.734  57697.493  3d6.(5D).4s.(6D).5p   n7D*      3d6.(5D).4s.(4D).4d   i5D        9  9  None None           L11631  
 12291.596     None    None   None 50185.743  58321.383  3d6.(5D).4s.(6D).5p   n7P*      3d6.4s.(6D).7s         5D        9  9  None None           L11631  
 12293.929     None    None   None 47171.531  55305.627  3d7.(4P).4p           u5D*      3d6.4s.(6D).6s         5D        1  3  None None           L11631 
 12293.947     None    None   None 50628.372  58762.456  3d6.(5D).4s.(6D).5p   n7P*      3d6.4s.(6D).7s         5D        7  7  None None           L11631  
 12296.882     None    None   None 50627.436  58759.579  3d6.(5D).4s.(6D).5p   n7F*      3d6.4s.(6D).7s         7D        3  3  None None           L11631  
 12300.5269    None    None   None 39625.804  47755.537  3d6.(5D).4s.4p.(1P*)  x5D*      3d7.(4F).5s           e5F        9  7  None None           L11631  
 12303.087     None    None   None 50555.762  58683.804  3d6.(5D).4s.(6D).5p   n7F*      3d6.4s.(6D).7s         7D        5  5  None None           L11631  
 12304.4288    None    None   None 43922.668  52049.823  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(4D).5s   g5D        7  5  None None           L11631 
 12315.5167    None    None   None 46744.993  54864.831  3d7.(4P).4p           u5D*      3d6.4s.(6D).6s         5D        7  7  None None           L11631  
 12323.6334    None    None   None 45726.130  53840.620  3d6.(3F2).4s.4p.(3P*) x5G*      3d7.(4F).4d           e3H       11  13 None None           L11631  
 12333.8781    None    None   None 47017.188  55124.938  3d7.(4P).4p           w3D*      3d7.(4F).4d           f3F        7  7  None None           L11631  
 12343.8579    None    None   None 18378.186  26479.381  3d6.4s2               a3P2      3d6.(5D).4s.4p.(3P*)  z5D*       5  3  None None           L11631  
 12346.2932    None    None   None 37409.555  45509.152  3d6.(5D).4s.4p.(1P*)  y5P*      3d6.(5D).4s.(6D).5s   e5D        3  3  None None           L11631 
 12400.4723    None    None   None 41178.412  49242.621  3d8                    3P       3d6.(3F2).4s.4p.(3P*) v3D*       3  5  None None           L11631  
 12413.984     None    None   None 50628.372  58683.804  3d6.(5D).4s.(6D).5p   n7P*      3d6.4s.(6D).7s         7D        7  5  None None           L11631  
 12417.479     None    None   None 45913.497  53966.662  3d6.(3F2).4s.4p.(3P*) x5G*      3d7.(4F).4d           h5D        7  5  None None           L11631  
 12436.212     None    None   None 45833.223  53874.257  3d6.(3F2).4s.4p.(3P*) x5G*      3d7.(4F).4d           e5H        9  11 None None           L11631  
 12449.8489    None    None   None 47092.712  55124.938  3d6.(3F2).4s.4p.(3P*) x3F*      3d7.(4F).4d           f3F        7  7  None None           L11631 
 12452.1883    None    None   None 44183.628  52214.345  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(4D).5s   g5D        5  3  None None           L11631  
 12463.1713    None    None   None 45333.875  53357.515  3d6.(5D).4s.(6D).5s   e5D       3d6.(3G).4s.4p.(3P*)  x3F*       5  7  None None           L11631  
 12479.2407    None    None   None 45726.130  53739.438  3d6.(3F2).4s.4p.(3P*) x5G*      3d7.(4F).4d           e3G       11  11 None None           L11631  
 12513.9421    None    None   None 39969.853  47960.940  3d6.(5D).4s.4p.(1P*)  x5D*      3d7.(4F).5s           e3F        7  9  None None           L11631  
 12515.6633    None    None   None 40231.336  48221.324  3d6.(5D).4s.4p.(1P*)  x5D*      3d7.(4F).5s           e5F        5  3  None None           L11631 
 12558.9013    None    None   None 46720.842  54683.322  3d7.(4P).4p           u5D*      3d7.(4F).4d           f3F        9  9  None None           L11631  
 12559.3981    None    None   None 43499.505  51461.670  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(6D).4d   f5F        9  9  None None           L11631  
 12560.4314  2.00e+03 -3.626  C+   18378.186  26339.696  3d6.4s2               a3P2      3d6.(5D).4s.4p.(3P*)  z5D*       5  5  None T5720          L11631  
 12583.6340    None    None   None 43434.627  51381.457  3d6.(5D).4s.(6D).5s   e7D       3d6.(5D).4s.(6D).5p   u5F*       7  9  None None           L11631  
 12584.572     None    None   None 47960.940  55907.178  3d7.(4F).5s           e3F       3d7.(2H).4p            1H*       9  11 None None           L11631 
 12609.919     None    None   None 48928.388  56858.653  3d7.(4F).5s           e3F       3d6.(1G2).4s.4p.(3P*) u3F*       5  5  None None           L11631  
 12612.104     None    None   None 44285.454  52214.345  3d6.(3F2).4s.4p.(3P*) w5F*      3d6.(5D).4s.(4D).5s   g5D        5  3  None None           L11631  
 12613.6362    None    None   None 47197.010  55124.938  3d6.(3F2).4s.4p.(3P*) x3F*      3d7.(4F).4d           f3F        5  7  None None           L11631  
 12619.3793    None    None   None 37409.555  45333.875  3d6.(5D).4s.4p.(1P*)  y5P*      3d6.(5D).4s.(6D).5s   e5D        3  5  None None           L11631  
 12634.9252    None    None   None 43922.668  51837.238  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(6D).4d   e5P        7  7  None None           L11631 
 12635.393     None    None   None 45833.223  53747.500  3d6.(3F2).4s.4p.(3P*) x5G*      3d7.(4F).4d           f3D        9  7  None None           L11631  
 12642.1611    None    None   None 36766.966  44677.006  3d6.(5D).4s.4p.(1P*)  y5P*      3d6.(5D).4s.(6D).5s   e5D        7  9  None None           L11631  
 12652.2012  4.32e+05 -1.139  C+   37157.566  45061.329  3d6.(5D).4s.4p.(1P*)  y5P*      3d6.(5D).4s.(6D).5s   e5D        5  7  None T5720          L11631  
 12666.743     None    None   None 50303.225  58197.914  3d6.(5D).4s.(6D).5p   n7F*      3d6.4s.(6D).7s         7D        9  9  None None           L11631  
 12670.5777    None    None   None 45061.329  52953.629  3d6.(5D).4s.(6D).5s   e5D       3d6.(3G).4s.4p.(3P*)  x3F*       7  9  None None           L11631 
 12673.6351    None    None   None 42532.741  50423.137  3d6.(3P2).4s.4p.(3P*) x5P*      3d6.(5D).4s.(6D).4d   f5D        7  9  None None           L11631  
 12684.1726    None    None   None 44183.628  52067.469  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(6D).4d   e5P        5  5  None None           L11631  
 12733.4455    None    None   None 43163.326  51016.660  3d6.(5D).4s.(6D).5s   e7D       3d6.(5D).4s.(6D).5p   u5F*       9  11 None None           L11631  
 12742.2801    None    None   None 43922.668  51770.557  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(4D).5s   g5D        7  7  None None           L11631  
 12742.6796    None    None   None 47017.188  54864.831  3d7.(4P).4p           w3D*      3d6.4s.(6D).6s         5D        7  7  None None           L11631 
 12786.942     None    None   None 51539.720  59360.198  3d6.(5D).4s.(6D).4d   e7G       3d6.4s.(4D).5p         5P*       5  3  None None           L11631  
 12792.9489    None    None   None 40404.518  48221.324  3d6.(5D).4s.4p.(1P*)  x5D*      3d7.(4F).5s           e5F        3  3  None None           L11631  
 12810.6551    None    None   None 29356.744  37162.746  3d6.4s2               b3D       3d7.(4F).4p           y3F*       5  7  None None           L11631  
 12811.7466    None    None   None 40231.336  48036.673  3d6.(5D).4s.4p.(1P*)  x5D*      3d7.(4F).5s           e5F        5  5  None None           L11631  
 12823.4310    None    None   None 24335.766  32133.991  3d7.(2P).4s           c3P       3d6.(5D).4s.4p.(3P*)  z3F*       5  5  None None           L11631 
 12824.1480    None    None   None 41130.599  48928.388  3d6.(5D).4s.4p.(1P*)  x5F*      3d7.(4F).5s           e3F        3  5  None None           L11631  
 12828.3678    None    None   None 24338.767  32133.991  3d6.4s2               b3G       3d6.(5D).4s.4p.(3P*)  z3F*       7  5  None None           L11631  
 12830.0860    None    None   None 46889.142  54683.322  3d6.(3F2).4s.4p.(3P*) x3F*      3d7.(4F).4d           f3F        9  9  None None           L11631  
 12844.0866    None    None   None 39969.853  47755.537  3d6.(5D).4s.4p.(1P*)  x5D*      3d7.(4F).5s           e5F        7  7  None None           L11631  
 12883.2892  2.00e+03 -3.458  C+   18378.186  26140.179  3d6.4s2               a3P2      3d6.(5D).4s.4p.(3P*)  z5D*       5  7  None T5720          L11631 
 12888.1591    None    None   None 46720.842  54479.902  3d7.(4P).4p           u5D*      3d6.4s.(6D).6s         5D        9  9  None None           L11631  
 12894.2231    None    None   None 44458.934  52214.345  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(4D).5s   g5D        1  3  None None           L11631  
 12899.6455    None    None   None 39625.804  47377.955  3d6.(5D).4s.4p.(1P*)  x5D*      3d7.(4F).5s           e5F        9  9  None None           L11631  
 12900.757     None    None   None 42859.778  50611.261  3d6.(3P2).4s.4p.(3P*) x5P*      3d6.(5D).4s.(6D).4d   e7P        5  7  None None           L11631  
 12936.5436    None    None   None 40491.284  48221.324  3d6.(5D).4s.4p.(1P*)  x5D*      3d7.(4F).5s           e5F        1  3  None None           L11631 
 12938.2040    None    None   None 43499.505  51228.553  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(6D).4d   e7G        9  11 None None           L11631  
 12950.0733    None    None   None 26224.969  33946.933  3d7.(2D2).4s          a3D       3d6.(5D).4s.4p.(3P*)  z3P*       7  5  None None           L11631  
 12965.779     None    None   None 45833.223  53545.833  3d6.(3F2).4s.4p.(3P*) x5G*      3d7.(4F).4d           h5D        9  7  None None           L11631  
 12967.969     None    None   None 50185.743  57897.051  3d6.(5D).4s.(6D).5p   n7P*      3d6.(5D).4s.(6D).7s    7D        9  11 None None           L11631  
 12980.9002    None    None   None 40257.314  47960.940  3d6.(5D).4s.4p.(1P*)  x5F*      3d7.(4F).5s           e3F       11  9  None None           L11631 
 12999.2222    None    None   None 43499.505  51192.273  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(6D).4d   e7F        9  9  None None           L11631  
 13004.3899    None    None   None 40842.154  48531.865  3d6.(5D).4s.4p.(1P*)  x5F*      3d7.(4F).5s           e3F        7  7  None None           L11631  
 13010.2421    None    None   None 24118.819  31805.071  3d6.4s2               b3G       3d6.(5D).4s.4p.(3P*)  z3F*       9  7  None None           L11631  
 13018.4009    None    None   None 43922.668  51604.103  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(6D).4d   f5F        7  7  None None           L11631  
 13030.384     None    None   None 51361.391  59035.762  3d6.(5D).4s.(6D).5p   t5D*      3d6.4s.(6D).7s         5D        7  5  None None           L11631 
 13043.214     None    None   None 45608.361  53275.183  3d6.(3F2).4s.4p.(3P*) x5G*      3d7.(4F).4d           e5H       13  15 None None           L11631  
 13061.1239    None    None   None 44411.160  52067.469  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(6D).4d   e5P        3  5  None None           L11631  
 13062.924     None    None   None 45913.497  53568.751  3d6.(3F2).4s.4p.(3P*) x5G*      3d7.(4F).4d           f5P        7  5  None None           L11631  
 13065.7297    None    None   None 44183.628  51837.238  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(6D).4d   e5P        5  7  None None           L11631  
 13066.5577    None    None   None 46313.537  53966.662  3d7.(4P).4p           w5P*      3d7.(4F).4d           h5D        5  5  None None           L11631 
 13080.9135    None    None   None 40871.412  48516.138  3d8                    3P       3d7.(4P).4p           x3P*       5  3  None None           L11631  
 13100.991     None    None   None 49805.257  57438.267  3d6.(5D).4s.(6D).5p   n7D*      3d6.4s.(6D).5d         7S        7  7  None None           L11631  
 13102.4593    None    None   None 40404.518  48036.673  3d6.(5D).4s.4p.(1P*)  x5D*      3d7.(4F).5s           e5F        3  5  None None           L11631  
 13111.5575    None    None   None 45726.130  53352.989  3d6.(3F2).4s.4p.(3P*) x5G*      3d7.(4F).4d           e5H       11  13 None None           L11631  
 13124.053     None    None   None 43079.023  50698.620  3d6.(3P2).4s.4p.(3P*) x5P*      3d6.(5D).4s.(6D).4d   f5D        3  5  None None           L11631 
 13137.9906    None    None   None 47136.084  54747.598  3d7.(4P).4p           w3D*      3d6.(5D).4s.(6D).6s   g7D        5  3  None None           L11631  
 13138.8314    None    None   None 42911.917  50522.944  3d6.(3H).4s.4p.(3P*)  y5G*      3d6.(5D).4s.(6D).4d   e5G       11  13 None None           L11631  
 13143.1796    None    None   None 44411.160  52019.669  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(6D).4d   e5P        3  3  None None           L11631  
 13151.5162    None    None   None 43499.505  51103.191  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(6D).4d   f5F        9  11 None None           L11631  
 13155.1962    None    None   None 24335.766  31937.325  3d7.(2P).4s           c3P       3d6.(5D).4s.4p.(3P*)  z3D*       5  3  None None           L11631 
 13173.9114    None    None   None 46889.142  54479.902  3d6.(3F2).4s.4p.(3P*) x3F*      3d6.4s.(6D).6s         5D        9  9  None None           L11631  
 13174.1718    None    None   None 47092.712  54683.322  3d6.(3F2).4s.4p.(3P*) x3F*      3d7.(4F).4d           f3F        7  9  None None           L11631  
 13180.5636    None    None   None 44183.628  51770.557  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(4D).5s   g5D        5  7  None None           L11631  
 13190.9450    None    None   None 44458.934  52039.892  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(4D).5s   e3D        1  3  None None           L11631  
 13198.1178    None    None   None 47106.484  54683.322  3d6.(3H).4s.4p.(3P*)  z3H*      3d7.(4F).4d           f3F        9  9  None None           L11631 
 13202.112     None    None   None 51016.660  58591.206  3d6.(5D).4s.(6D).5p   u5F*      3d7.(4F).5d            5F       11  11 None None           L11631  
 13210.2979  1.1e-03   None   E      415.933   7985.785  3d6.4s2               a5D       3d7.(4F).4s           a5F        7  5   E2  T6409          None    
 13213.376     None    None   None 49558.734  57126.823  3d6.(5D).4s.(6D).5p   n7D*      3d6.4s.(6D).5d         7G        9  11 None None           L11631  
 13216.122     None    None   None 49558.734  57125.250  3d6.(5D).4s.(6D).5p   n7D*      3d6.4s.(6D).5d         5F        9  9  None None           L11631  
 13226.140     None    None   None 45608.361  53169.146  3d6.(3F2).4s.4p.(3P*) x5G*      3d7.(4F).4d           f5G       13  13 None None           L11631 
 13226.2273    None    None   None 44458.934  52019.669  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(6D).4d   e5P        1  3  None None           L11631  
 13226.726     None    None   None 45833.223  53393.673  3d6.(3F2).4s.4p.(3P*) x5G*      3d7.(4F).4d           g5F        9  9  None None           L11631  
 13234.324     None    None   None 49805.257  57361.366  3d6.(5D).4s.(6D).5p   n7D*      3d6.4s.(6D).5d         7G        7  7  None None           L11631  
 13235.2881    None    None   None 45726.130  53281.689  3d6.(3F2).4s.4p.(3P*) x5G*      3d7.(4F).4d           f5G       11  11 None None           L11631  
 13247.7599    None    None   None 40207.091  47755.537  3d5.(6S).4s2.4p       y7P*      3d7.(4F).5s           e5F        7  7  None None           L11631 
 13264.3552    None    None   None 40421.938  47960.940  3d5.(6S).4s2.4p       y7P*      3d7.(4F).5s           e3F        9  9  None None           L11631  
 13264.3552  9.61e+05 -0.642  C+   43922.668  51461.670  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(6D).4d   f5F        7  9  None T5720          L11631  
 13290.4478    None    None   None 40231.336  47755.537  3d6.(5D).4s.4p.(1P*)  x5D*      3d7.(4F).5s           e5F        5  7  None None           L11631  
 13290.928   3.19e+06 -0.596  D+   45333.875  52857.804  3d6.(5D).4s.(6D).5s   e5D       3d7.(2D2).4p          t3D*       5  3  None T5720          None    
 13291.4634  4.00e+03 -3.021  C    23783.619  31307.245  3d6.4s2               b3G       3d6.(5D).4s.4p.(3P*)  z3F*      11  9  None T5720          L11631 
 13293.320     None    None   None 49352.341  56874.916  3d6.(5D).4s.(6D).5p   n7D*      3d6.4s.(6D).5d         7G       11  13 None None           L11631  
 13295.4219    None    None   None 44183.628  51705.014  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(6D).4d   f5F        5  5  None None           L11631  
 13305.930     None    None   None 51076.628  58592.074  3d6.(5D).4s.(6D).5p   t5D*      3d7.(4F).5d            5F        9  9  None None           L11631  
 13319.380     None    None   None 44511.812  52019.669  3d7.(4P).4p           y5S*      3d6.(5D).4s.(6D).4d   e5P        5  3  None None           L11631  
 13329.666     None    None   None 49805.257  57307.320  3d6.(5D).4s.(6D).5p   n7D*      3d6.4s.(6D).5d         7F        7  9  None None           L11631 
 13336.022     None    None   None 44551.335  52049.823  3d6.(3F2).4s.4p.(3P*) w5F*      3d6.(5D).4s.(4D).5s   g5D        7  5  None None           L11631  
 13350.436     None    None   None 49352.341  56842.733  3d6.(5D).4s.(6D).5p   n7D*      3d6.4s.(6D).5d         7F       11  11 None None           L11631  
 13355.824     None    None   None 42815.855  50303.225  3d6.(5D).4s.(6D).5s   e7D       3d6.(5D).4s.(6D).5p   n7F*      11  9  None None           L11631  
 13370.424     None    None   None 40871.412  48350.606  3d8                    3P       3d6.(3G).4s.4p.(3P*)  v5F*       5  3  None None           L11631  
 13378.358     None    None   None 28604.613  36079.372  3d7.(2D2).4s          a1D       3d7.(4F).4p           z3G*       5  7  None None           L11631 
 13379.994     None    None   None 46901.832  54375.677  3d6.(3P2).4s.4p.(3P*) y3P*      3d7.(4F).4d           f5G        3  5  None None           L11631  
 13388.126     None    None   None 24335.766  31805.071  3d7.(2P).4s           c3P       3d6.(5D).4s.4p.(3P*)  z3F*       5  7  None None           L11631  
 13388.890     None    None   None 47960.940  55429.819  3d7.(4F).5s           e3F       3d6.(1G2).4s.4p.(3P*) s3G*       9  11 None None           L11631  
 13393.076     None    None   None 43434.627  50901.172  3d6.(5D).4s.(6D).5s   e7D       3d6.(5D).4s.(6D).5p   n7P*       7  5  None None           L11631  
 13393.508     None    None   None 24338.767  31805.071  3d6.4s2               b3G       3d6.(5D).4s.4p.(3P*)  z3F*       7  7  None None           L11631 
 13395.764     None    None   None 43163.326  50628.372  3d6.(5D).4s.(6D).5s   e7D       3d6.(5D).4s.(6D).5p   n7P*       9  7  None None           L11631  
 13412.151     None    None   None 49352.341  56808.267  3d6.(5D).4s.(6D).5p   n7D*      3d7.(4F).6s            3F       11  9  None None           L11631  
 13417.493     None    None   None 45608.361  53061.318  3d6.(3F2).4s.4p.(3P*) x5G*      3d7.(4F).4d           g5F       13  11 None None           L11631  
 13421.545   1.5e-03   None   E      704.007   8154.714  3d6.4s2               a5D       3d7.(4F).4s           a5F        5  3   E2  T6409          None    
 13425.583     None    None   None 45833.223  53281.689  3d6.(3F2).4s.4p.(3P*) x5G*      3d7.(4F).4d           f5G        9  11 None None           L11631 
 13435.414     None    None   None 45726.130  53169.146  3d6.(3F2).4s.4p.(3P*) x5G*      3d7.(4F).4d           f5G       11  13 None None           L11631  
 13451.590     None    None   None 46727.074  54161.139  3d6.(3P2).4s.4p.(3P*) y3P*      3d7.(4F).4d           f5G        5  7  None None           L11631  
 13453.100     None    None   None 40871.412  48304.643  3d8                    3P       3d7.(4P).4p           x3P*       5  5  None None           L11631  
 13453.697     None    None   None 47377.955  54810.856  3d7.(4F).5s           e5F       3d6.(3G).4s.4p.(3P*)  w1G*       9  9  None None           L11631  
 13455.874     None    None   None 47693.239  55124.938  3d6.(3G).4s.4p.(3P*)  w5G*      3d7.(4F).4d           f3F        7  7  None None           L11631 
 13459.413     None    None   None 50008.522  57438.267  3d6.(5D).4s.(6D).5p   n7D*      3d6.4s.(6D).5d         7S        5  7  None None           L11631  
 13460.735     None    None   None 45726.130  53155.145  3d6.(3F2).4s.4p.(3P*) x5G*      3d7.(4F).4d           h5D       11  9  None None           L11631  
 13462.894     None    None   None 43922.668  51350.492  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(4D).5s   g5D        7  9  None None           L11631  
 13476.226     None    None   None 44183.628  51604.103  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(6D).4d   f5F        5  7  None None           L11631  
 13477.889     None    None   None 44285.454  51705.014  3d6.(3F2).4s.4p.(3P*) w5F*      3d6.(5D).4s.(6D).4d   f5F        5  5  None None           L11631 
 13484.092     None    None   None 46744.993  54161.139  3d7.(4P).4p           u5D*      3d7.(4F).4d           f5G        7  7  None None           L11631  
 13491.193     None    None   None 43922.668  51334.911  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(6D).4d   e7G        7  9  None None           L11631  
 13498.734     None    None   None 39969.853  47377.955  3d6.(5D).4s.4p.(1P*)  x5D*      3d7.(4F).5s           e5F        7  9  None None           L11631  
 13500.495     None    None   None 51350.492  58757.628  3d6.(5D).4s.(4D).5s   g5D       3d6.4s.(4D).5p         5F*       9  7  None None           L11631  
 13503.001     None    None   None 51630.001  59035.762  3d6.(5D).4s.(6D).5p   t5D*      3d6.4s.(6D).7s         5D        5  5  None None           L11631 
 13506.391     None    None   None 46720.842  54124.744  3d7.(4P).4p           u5D*      3d6.(5D).4s.(6D).6s   g7D        9  9  None None           L11631  
 13506.411     None    None   None 44166.206  51570.097  3d6.(3F2).4s.4p.(3P*) v5D*      3d6.(5D).4s.(6D).4d   e7S        7  7  None None           L11631  
 13507.319     None    None   None 44664.075  52067.469  3d6.(3F2).4s.4p.(3P*) v5D*      3d6.(5D).4s.(6D).4d   e5P        5  5  None None           L11631  
 13538.268     None    None   None 44183.628  51570.097  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(6D).4d   e7S        5  7  None None           L11631  
 13539.590     None    None   None 44664.075  52049.823  3d6.(3F2).4s.4p.(3P*) v5D*      3d6.(5D).4s.(4D).5s   g5D        5  5  None None           L11631 
 13543.378     None    None   None 32873.632  40257.314  3d8                   c3F       3d6.(5D).4s.4p.(1P*)  x5F*       9  11 None None           L11631  
 13548.302     None    None   None 51381.457  58762.456  3d6.(5D).4s.(6D).5p   u5F*      3d6.4s.(6D).7s         5D        9  7  None None           L11631  
 13549.697     None    None   None 51294.220  58674.459  3d6.(5D).4s.(4D).5s   e3D       3d6.4s.(4D).5p         5P*       7  7  None None           L11631  
 13550.682     None    None   None 39625.804  47005.506  3d6.(5D).4s.4p.(1P*)  x5D*      3d7.(4F).5s           e5F        9  11 None None           L11631  
 13556.0796  1.5e-03   None   E        0.000   7376.764  3d6.4s2               a5D       3d7.(4F).4s           a5F        9  9   E2  T6409          None   
 13561.766     None    None   None 48531.865  55905.536  3d7.(4F).5s           e3F       3d6.(1G2).4s.4p.(3P*) s3G*       7  9  None None           L11631  
 13568.727     None    None   None 42815.855  50185.743  3d6.(5D).4s.(6D).5s   e7D       3d6.(5D).4s.(6D).5p   n7P*      11  9  None None           L11631  
 13570.390     None    None   None 46888.517  54257.502  3d7.(4P).4p           u5D*      3d7.(4F).4d           g5F        5  5  None None           L11631  
 13573.244     None    None   None 40871.412  48238.847  3d8                    3P       3d6.(3G).4s.4p.(3P*)  v5F*       5  5  None None           L11631  
