  83939.7221  28  3s3p.(3PO).9g  4F* o TOPBASE
  83939.7221  20  3s3p.(3PO).9f  4P  e TOPBASE
  83999.5289  12  3s3p.(3PO).11s 4P* o TOPBASE
  84040.4609  10  3s3p.(3PO).10d 2D* o TOPBASE
  84099.9386  28  3s3p.(3PO).10d 4F* o TOPBASE
  84112.4486  20  3s3p.(3PO).11p 4P  e TOPBASE
  84123.7516   6  3s3p.(3PO).11p 2P  e TOPBASE
  84131.2137  12  3s3p.(3PO).11p 4P  e TOPBASE
  84133.0792   4  3s3p.(3PO).11p 4S  e TOPBASE
  84139.5537  20  3s3p.(3PO).10d 4D* o TOPBASE 
  84145.9185  12  3s3p.(3PO).10d 4P* o TOPBASE
  84175.2184  14  3s3p.(3PO).10f 2F  e TOPBASE
  84175.8768  28  3s3p.(3PO).10f 4F  e TOPBASE
  84188.6063  36  3s3p.(3PO).10g 4G* o TOPBASE 
  84188.6063  18  3s3p.(3PO).10g 2G* o TOPBASE 
  84188.9355  36  3s3p.(3PO).10f 4G  e TOPBASE
  84194.7516  44  3s3p.(3PO).10g 4H* o TOPBASE 
  86167.7189   4  3p3            4S* o TOPBASE
 123458.8744   2  3p2.(3PE).4p   2S* o TOPBASE
 126837.6865   4  3p2.(3PE).4p   4S* o TOPBASE
 134012.3125   2  3p2.(3PE).5p   2S* o TOPBASE
 134882.5295   4  3p2.(3PE).5p   4S* o TOPBASE
 137566.7043   2  3p2.(3PE).6p   2S* o TOPBASE
 137962.8560   4  3p2.(3PE).6p   4S* o TOPBASE
 139306.0408   2  3p2.(3PE).7p   2S* o TOPBASE
 139525.5155   4  3p2.(3PE).7p   4S* o TOPBASE
 140303.5531   2  3p2.(3PE).8p   2S* o TOPBASE
 140437.4326   4  3p2.(3PE).8p   4S* o TOPBASE
 140930.1532   2  3p2.(3PE).9p   2S* o TOPBASE
 141017.9430   4  3p2.(3PE).9p   4S* o TOPBASE
 141349.3497   2  3p2.(3PE).10p  2S* o TOPBASE
 141409.7052   4  3p2.(3PE).10p  4S* o TOPBASE
 141643.4457   2  3p2.(3PE).11p  2S* o TOPBASE
 141687.3407   4  3p2.(3PE).11p  4S* o TOPBASE
